"{1/2, 1/2, 1/2, 1/2}","{1/2, 1/2, 1/2, 1/2}","{1/2, 1/2, -1/2, -1/2}","{1/2, 1/2, -1/2, -1/2}"
"{1, 0, 0, 0}","{0, -1, 0, 0}","{0, 0, I, 0}","{0, 0, 0, -I}"
