"{1/2, 1/Sqrt[2], 1/2}","{1/Sqrt[2], 0, -(1/Sqrt[2])}","{1/2, -(1/Sqrt[2]), 1/2}"
"{1, 0, 0}","{0, E^((I/8)*Pi), 0}","{0, 0, -1}"
